SMILES,MaxSim,MolWt,LogP,TPSA,HDonors,HAcceptors,RotB,NumRings,Absorption,Distribution,Metabolism,Excretion,ToxicityFlag,LogP_deepchem,TPSA_deepchem,Absorption_deepchem,Distribution_deepchem,ToxicityFlag_deepchem,Lipinski
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[4*]CC(C)C,0.8947368421052632,567.6550000000004,3.1670000000000016,125.42999999999999,1,9,1,8,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[16*]c1ccccc1[16*],0.8947368421052632,586.6370000000004,1.5928,125.42999999999999,1,9,0,9,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[8*]CC(C)C,0.8947368421052632,567.6550000000003,3.1670000000000016,125.42999999999999,1,9,1,8,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[4*]CC(C)(C)C,0.8947368421052632,581.6820000000004,3.557100000000002,125.42999999999999,1,9,0,8,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[3*]O[3*]C,0.8947368421052632,541.5730000000003,2.0723999999999996,134.66,1,10,1,8,True,False,True,True,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[6*]C(N)=O,0.8939393939393939,455.66300000000024,4.616300000000004,84.58000000000001,3,4,0,6,True,True,True,True,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[11*]S[11*].[8*]C[8*],0.8939393939393939,457.7240000000002,6.110900000000005,41.49,2,4,0,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[5*]N([5*])[5*]C,0.8939393939393939,440.67200000000025,5.267000000000005,44.730000000000004,2,4,1,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.C[11*]SC,0.8939393939393939,473.7670000000002,6.399400000000006,41.49,2,4,1,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[8*]C(C)C(C)C,0.8939393939393939,482.7730000000003,7.002000000000007,41.49,2,3,1,6,False,False,True,False,True,,,,,,True
Cc1ccc(C2=C(CC(=O)O)C(=O)CC2)cc1.[4*]CC[4*],0.8857142857142857,258.317,3.5078200000000015,54.37,1,2,4,2,True,True,True,False,False,,,,,,True
Cc1ccc(C2=C(CC(=O)O)C(=O)CC2)cc1.[3*]O[3*],0.8857142857142857,246.26199999999997,2.5178200000000013,63.599999999999994,1,3,3,2,True,True,True,False,False,,,,,,True
Cc1ccc(C2=C(CC(=O)O)C(=O)CC2)cc1.[4*]CC[8*],0.8857142857142857,258.3169999999999,3.5078200000000024,54.37,1,2,4,2,True,True,True,False,False,,,,,,True
Cc1ccc(C2=C(CC(=O)O)C(=O)CC2)cc1.[11*]S[11*],0.8857142857142857,262.3299999999999,3.234420000000001,54.37,1,3,3,2,True,True,True,False,False,,,,,,True
Cc1ccc(C2=C(CC(=O)O)C(=O)CC2)cc1.[5*]N([5*])[5*],0.8857142857142857,244.26999999999995,2.26752,57.61000000000001,1,3,3,2,True,True,True,False,False,,,,,,True
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(=O)C[4*].[4*]CC[8*],0.8831168831168831,580.6300000000003,2.5085000000000006,142.5,1,10,2,8,False,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(=O)C([8*])C,0.8831168831168831,566.6030000000004,1.9769999999999996,142.5,1,10,1,8,False,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[4*]C([4*])C(Cl)(Cl)Cl,0.8831168831168831,641.9280000000003,3.758200000000002,125.42999999999999,1,9,0,8,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[5*]N1CC([15*])C1,0.8831168831168831,565.6190000000004,1.6610999999999998,128.67,1,10,0,9,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(=O)[C@H]([8*])C,0.8831168831168831,566.6030000000004,1.9769999999999996,142.5,1,10,1,8,False,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[16*]c1ccc([16*])cc1.[6*]C([6*])=O,0.8831168831168831,614.6470000000004,1.7977999999999996,142.5,1,10,0,9,False,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[4*]CCCCC[4*].[4*]CC[4*],0.8831168831168831,608.728,4.570500000000004,125.42999999999999,1,9,5,8,True,False,True,True,True,,,,,,False
C[15*]C1CCCC1.C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4,0.8831168831168831,594.7010000000004,4.039000000000002,125.42999999999999,1,9,1,9,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(=O)C([8*])(C)C,0.8831168831168831,580.6300000000003,2.3670999999999998,142.5,1,10,1,8,False,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[4*]C([4*])(C)C(Cl)(Cl)Cl,0.8831168831168831,655.9550000000004,4.1483000000000025,125.42999999999999,1,9,0,8,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[4*]C([4*])C(F)(F)F,0.8831168831168831,592.5630000000006,2.9503000000000013,125.42999999999999,1,9,0,8,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(=O)C([4*])C,0.8831168831168831,566.6030000000004,1.9769999999999996,142.5,1,10,1,8,False,False,True,True,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[1*]C(=O)C[4*],0.8805970149253731,453.66700000000026,5.031800000000004,58.56,2,4,1,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[1*]C(=O)C[8*],0.8805970149253731,453.66700000000026,5.031800000000004,58.56,2,4,1,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[8*]CC(C)C,0.8805970149253731,468.74600000000027,6.6119000000000065,41.49,2,3,1,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[1*]C(=S)C[4*],0.8805970149253731,469.73500000000024,5.832600000000006,41.49,2,4,1,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[1*]C(=S)C[8*],0.8805970149253731,469.73500000000024,5.832600000000006,41.49,2,4,1,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[11*]SCC,0.8805970149253731,472.75900000000024,6.205700000000006,41.49,2,4,1,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[8*]C[4*]C,0.8805970149253731,440.69200000000023,6.046500000000006,41.49,2,3,1,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[4*]C[8*]C,0.8805970149253731,440.69200000000023,6.046500000000006,41.49,2,3,1,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[8*]CC(C)(C)C,0.8805970149253731,482.7730000000003,7.002000000000007,41.49,2,3,0,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.C[6*]C(N)=O,0.8805970149253731,470.69800000000026,5.200100000000005,84.58000000000001,3,4,1,6,False,False,True,True,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[11*]SC.[11*]S[11*].[5*]N([5*])[5*],0.8805970149253731,504.8060000000003,6.1451000000000064,44.730000000000004,2,6,0,6,False,False,True,False,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[16*]c1ccc([16*])cc1.[4*]CC,0.8717948717948718,615.6990000000003,2.5667,125.42999999999999,1,9,0,9,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(C)=O.[8*]C(C)C(C)C,0.8717948717948718,624.7270000000003,3.639300000000002,142.5,1,10,1,8,False,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(=O)C([8*])C.[4*]C([8*])C,0.8717948717948718,594.6570000000004,2.8279000000000005,142.5,1,10,1,8,False,False,True,True,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[13*][C@@H]1C[C@@H]([15*])CN1,0.8676470588235294,480.73700000000025,5.194800000000004,53.52,3,4,0,7,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[14*]c1ccc([14*])s1,0.8676470588235294,493.7570000000004,5.099200000000005,41.49,2,4,0,7,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[16*]c1ccccc1,0.8676470588235294,488.7360000000002,5.8631000000000055,41.49,2,3,0,7,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[1*]C(=O)C([4*])C,0.8676470588235294,467.69400000000024,5.421900000000005,58.56,2,4,1,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[1*]C(=O)C([8*])C,0.8676470588235294,467.69400000000024,5.421900000000005,58.56,2,4,1,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[4*]C([4*])C(F)(F)F,0.8676470588235294,493.65400000000017,6.395200000000006,41.49,2,3,0,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[4*]CC([4*])C,0.8676470588235294,453.71100000000024,6.313600000000006,41.49,2,3,1,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[6*]C(=O)NC,0.8676470588235294,469.6900000000003,4.877000000000004,70.59,3,4,0,6,True,True,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[4*]C([4*])C(Cl)(Cl)Cl,0.8676470588235294,543.0190000000001,7.203100000000008,41.49,2,3,0,6,False,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[16*]c1ccc(O)cc1,0.8676470588235294,504.73500000000035,5.568700000000004,61.72,3,4,0,7,False,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[4*]CCCCC[4*].[4*]CC[8*],0.8676470588235294,509.8190000000004,8.01540000000001,41.49,2,3,5,6,False,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[16*]c1cc([16*])cc([16*])c1.[16*]c1ccc([16*])cc1,0.8676470588235294,562.8180000000003,4.2481000000000035,41.49,2,3,0,8,True,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[4*]C([4*])(C)C(Cl)(Cl)Cl,0.8676470588235294,557.0460000000002,7.593200000000008,41.49,2,3,0,6,False,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[12*]S(=S)(=S)c1ccc(S([12*])(=S)=S)cc1,0.8676470588235294,680.1300000000002,6.490500000000007,41.49,2,7,2,7,False,False,True,False,True,,,,,,False
Cc1ccc(C2=C(CC(=O)O)C(=O)CC2)cc1.[3*]OC,0.8611111111111112,261.2969999999999,2.683320000000001,63.6,1,3,3,2,True,True,True,False,False,,,,,,True
Cc1ccc(C2=C(CC(=O)O)C(=O)CC2)cc1.[16*]c1ccc([16*])cc1,0.8611111111111112,306.361,2.622020000000001,54.37,1,2,3,3,True,True,True,False,False,,,,,,True
Cc1ccc(C2=C(CC(=O)O)C(=O)CC2)cc1.[6*]C(N)=O,0.8611111111111112,274.29599999999994,2.2006200000000007,97.46000000000001,2,3,3,2,True,True,True,True,False,,,,,,True
Cc1ccc(C2=C(CC(=O)O)C(=O)CC2)cc1.[11*][SH]([11*])C,0.8611111111111112,278.37299999999993,3.132220000000001,54.37,2,2,3,2,True,True,True,False,False,,,,,,True
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(C)=O.[8*]CC(C)C,0.8607594936708861,610.7000000000004,3.249200000000002,142.5,1,10,1,8,False,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[16*]c1cc([16*])cc([16*])c1.[6*]C(N)=O,0.8607594936708861,629.6620000000003,0.3818000000000038,168.51999999999998,2,10,0,9,False,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[16*]c1ccccc1[16*].[5*]N([5*])[5*],0.8607594936708861,600.6440000000003,1.274100000000001,128.67,1,10,0,9,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(=O)C(C)C.[15*]C1CC1,0.8607594936708861,622.7110000000004,3.3933000000000018,142.5,1,10,1,9,False,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[14*]c1cc([14*])ncn1,0.8607594936708861,588.6130000000003,0.38280000000000225,151.20999999999998,1,11,0,9,False,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[5*]N1CCC([15*])CC1,0.8607594936708861,593.6730000000001,2.4413,128.67,1,10,0,9,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(C)=O.[8*]CC(C)(C)C,0.8607594936708861,624.7270000000003,3.639300000000002,142.5,1,10,0,8,False,False,True,True,True,,,,,,False
C[4*]CC(C)C.C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4,0.8607594936708861,582.6900000000004,3.7508000000000026,125.42999999999999,1,9,2,8,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[15*]C1CCCC1C,0.8607594936708861,593.6930000000003,3.701200000000002,125.42999999999999,1,9,0,9,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[15*]C1CCC(C)C1,0.8607594936708861,593.6930000000004,3.701200000000002,125.42999999999999,1,9,0,9,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[16*]c1ccc([16*])(C)cc1,0.8607594936708861,601.6720000000004,2.4414800000000003,125.42999999999999,1,9,0,9,True,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(=O)C([8*])(C)C.[4*]C[8*],0.8607594936708861,594.6570000000003,2.8279000000000005,142.5,1,10,1,8,False,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(=O)C(C)C.[15*]C1(C)CC1,0.8607594936708861,636.7380000000003,3.783400000000002,142.5,1,10,1,9,False,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(=O)C(C)(C)C.[15*]C1CC1,0.8607594936708861,636.7380000000003,3.783400000000002,142.5,1,10,0,9,False,False,True,True,True,,,,,,False
C[C@]12C(=O)CC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@]5(C)[C@@H](CO[C@@]16O[C@@]32[C@H]5C6=O)C(=O)O4.[1*]C(=O)C[4*]C,0.8607594936708861,567.6110000000003,2.1707,142.5,1,10,2,8,False,False,True,True,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[5*]N1CC([15*])C1,0.855072463768116,466.71000000000026,5.106000000000004,44.730000000000004,2,4,0,7,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[4*]CCCC,0.855072463768116,468.7460000000003,6.756000000000007,41.49,2,3,2,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[16*]c1cccc([16*])c1,0.855072463768116,487.72800000000035,5.0377000000000045,41.49,2,3,0,7,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[4*]CC[4*]C,0.855072463768116,454.7190000000003,6.507300000000007,41.49,2,3,2,6,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[5*]N1CC([15*])(C)C1,0.855072463768116,480.7370000000003,5.4961000000000055,44.730000000000004,2,4,0,7,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[13*][C@H]1NC[C@H]([15*])C1C,0.855072463768116,494.76400000000024,5.440800000000005,53.52,3,4,0,7,False,False,True,False,True,,,,,,True
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[12*]S(=O)(=O)c1ccc(S([12*])(=O)=O)cc1,0.855072463768116,615.8580000000002,5.164500000000005,109.77000000000001,2,7,2,7,False,False,True,True,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[16*]c1ccc([16*])cc1.[16*]c1ccccc1,0.855072463768116,564.8340000000003,5.898900000000006,41.49,2,3,0,8,False,False,True,False,True,,,,,,False
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.[16*]c1ccc([16*])cc1.[3*]OC,0.855072463768116,518.7620000000003,5.134800000000005,50.72,2,4,0,7,False,False,True,False,True,,,,,,False
